Price,Area,No. of Bedrooms
4000000,1200,2
12500000,1650,2
8925000,1550,3
9296000,1535,3
7598999,1165,2
8500000,1400,3
20000000,2600,3
5250000,1100,2
4000000,1010,2
7500000,1195,2
5253000,970,2
5800000,1050,2
5085000,1130,2
12000000,2300,3
3500000,1015,2
25500000,2960,4
6500000,1190,2
6000000,1190,2
6700000,1340,2
16000000,1875,3
23000000,1900,3
19500000,1920,4
5320000,1330,2
19500000,2350,3
4800000,1120,2
13000000,1924,3
10200000,1575,3
19500000,2350,3
20000000,3000,4
5900000,1350,3
8500000,1580,3
6000000,1200,2
4710000,1050,2
7317000,1090,2
11399999,1730,3
9449000,1535,3
11299999,1700,3
4000000,1050,2
5450000,1300,2
10600000,1770,3
4000000,1050,2
5450000,1300,2
10600000,1770,3
7500000,1430,3
12400000,1800,3
7800000,1530,3
4800000,1000,2
9525000,1905,3
12200000,1885,3
12300000,1885,3
12300000,1885,3
8800000,1560,3
6798999,1190,2
9300000,1450,3
9300000,1450,3
4710000,1050,2
12000000,1875,3
6931000,1555,3
3499000,900,2
7100000,1418,3
7100000,1418,3
4800000,1125,2
5500000,1515,3
7500000,1600,3
5600000,1260,2
19400000,2848,4
9908000,1492,2
8126000,1283,2
9110000,1410,2
14000000,2000,3
7000000,1463,3
11399999,1730,3
8500000,1600,3
17000000,2600,3
2500000,840,1
8600000,1725,3
17800000,1980,3
18700000,2085,3
23200000,2580,3
19600000,2185,3
17200000,1920,3
19800000,2210,3
4500000,1111,3
4031000,1161,2
6399000,1500,3
6399000,1500,3
8000000,2021,2
5200000,1300,3
4000000,1000,2
7200000,1060,2
80000000,9400,8
3200000,950,2
3800000,1350,3
6000000,1600,3
3500000,1000,2
5000000,1450,3
2800000,1050,2
3600000,1150,2
8000000,1900,3
5034000,1465,3
4252000,1228,2
4044000,1165,2
3849000,1106,2
3500000,1315,3
20000000,3200,3
4800000,1250,3
4500000,1050,2
8000000,1900,2
3800000,1096,2
13500000,1765,3
8000000,2021,2
2700000,1005,2
6000000,1750,3
3740000,1100,2
3740000,1100,2
5280000,1200,2
5100000,1160,2
5500000,1060,2
6000000,1506,3
4500000,1165,2
6500000,1471,3
20000000,3200,3
4500000,1350,3
10100000,1850,3
5500000,1600,2
4800000,1250,3
4500000,1050,2
8000000,1900,2
3800000,1150,2
8000000,1700,3
13500000,1765,3
3000000,1050,1
3200000,1050,2
6000000,1750,3
3400000,1150,2
7000000,990,2
5000000,1150,2
22000000,2400,3
5280000,1200,2
5500000,1060,2
5100000,1160,2
4500000,1165,2
6000000,1278,2
8000000,2021,2
13500000,1765,3
8000000,2021,2
2700000,1005,2
34000000,3180,3
34000000,3180,3
3300000,1000,2
6900000,987,2
3200000,1075,2
2000000,600,1
7000000,1400,3
4600000,1300,3
4600000,1300,3
7000000,1490,3
8599000,1275,2
3800000,1096,2
3740000,1100,2
3500000,1000,2
3570000,1050,2
3740000,1100,2
3740000,1100,2
3300000,1450,3
6742000,1376,2
9662000,1972,3
5782000,1180,2
7614000,1554,3
7977000,1628,3
6242000,1274,2
8741000,1784,3
8761000,1788,3
6859999,1400,2
9633000,1966,3
7359000,1502,3
8364000,1707,3
8045000,1642,3
7286000,1487,2
8001000,1633,3
8820000,1800,3
9197000,1877,3
7467000,1524,2
6497000,1326,2
7178000,1465,2
7825000,1597,3
9075000,1265,2
10100000,1945,3
7962000,1435,3
12700000,1925,3
9075000,1265,2
10700000,1905,3
6168000,1090,2
6895999,1230,2
10700000,1920,3
10700000,1905,3
6233000,1170,1
8800000,1385,2
8998000,1390,2
7998999,1282,2
4284000,1020,1
10000000,1935,3
7098999,1090,2
9828000,1630,3
10900000,1695,3
7998999,1282,2
8998000,1390,2
8800000,1385,2
8800000,1385,2
3500000,1080,2
3300000,1045,2
3200000,1100,2
7317000,1090,2
10900000,1700,2
11100000,1730,2
10900000,1700,3
4600000,1050,2
15000000,2400,4
5500000,1214,2
3500000,1080,2
7317000,1090,2
11800000,1840,3
8098000,1620,3
5623000,1125,2
6838000,1368,3
10500000,2115,3
11200000,1695,3
3375000,1125,1
5500000,1170,2
4200000,1200,2
4700000,902,2
10600000,1695,3
6500000,1200,2
3600000,1100,2
3300000,1035,2
3300000,1025,2
8100000,1490,3
4500000,1130,2
8900000,1480,3
4710000,1050,2
8100000,1510,3
12700000,1925,3
8700000,1525,3
6300000,1523,2
6700000,1200,3
45000000,3233,4
5000000,1620,3
10000000,1500,1
7500000,1650,3
15000000,1908,3
4500000,1130,2
8900000,1480,3
4710000,1050,2
8500000,1548,3
5499000,1725,3
7500000,1500,2
8500000,1430,2
3200000,1050,2
3828000,1294,2
3200000,1050,2
3200000,1100,2
3500000,1080,2
3600000,1100,2
3300000,1025,2
3299000,1035,2
3500000,1085,2
6500000,1480,3
3600000,1100,2
10700000,1920,3
8573000,1190,2
3600000,1080,2
6300000,1465,3
8573000,1190,2
4600000,1050,2
8298999,1538,3
8800000,1678,3
8800000,1678,3
3600000,1080,2
3600000,1080,2
11200000,1695,3
13500000,1700,3
10000000,1500,1
7500000,1650,3
10700000,1920,3
8573000,1190,2
4500000,1130,2
8900000,1480,3
10000000,2000,3
4710000,1050,2
5500000,1170,2
8500000,1548,3
5499000,1725,3
7500000,1500,2
8500000,1430,2
3300000,1045,2
3300000,1035,2
3300000,1025,2
3500000,1080,2
3500000,1080,2
3299000,1035,2
3500000,1085,2
6500000,1480,3
3600000,1100,2
3300000,1045,2
3300000,1035,2
3300000,1025,2
8500000,1525,2
3500000,1080,2
11399999,1730,3
6500000,1361,3
9075000,1265,2
6600000,1555,3
6500000,1200,2
10200000,1681,3
7500000,1250,2
4500000,1050,2
11000000,1700,3
6600000,1555,3
6233000,1170,2
5000000,1620,3
3000000,607,1
8000000,990,1
4000000,1000,2
6200000,1565,3
11000000,1630,3
3700000,1100,2
3200000,1100,2
3300000,1025,2
3500000,1080,2
3600000,1100,2
3600000,1100,2
3300000,1025,2
2700000,682,1
7498999,1245,2
8500000,1500,3
3000000,900,2
6800000,1320,3
7500000,1530,3
8573000,1190,2
10600000,1695,3
6500000,1200,2
3500000,1080,2
3500000,1080,2
3500000,1080,2
3600000,1100,2
3300000,1035,2
3300000,1025,2
8100000,1490,3
8998000,1539,3
7900000,1641,2
7900000,1640,2
6700000,1402,1
6700000,1401,1
12700000,1925,3
4600000,1050,2
6600000,1555,3
3800000,1008,2
3500000,1080,2
3500000,1080,2
6895999,1230,2
4600000,1050,2
12700000,1925,3
8700000,1525,3
6300000,1523,2
6700000,1200,3
45000000,3233,4
8200000,1350,3
14000000,1188,2
6200000,1199,2
8600000,1538,3
11399999,1730,3
3600000,1080,2
3600000,1080,2
3300000,1045,2
3300000,1035,2
3300000,1025,2
8500000,1525,2
3500000,1080,2
8070000,1115,2
7317000,1090,2
45000000,3233,4
3500000,1080,2
9000000,1568,3
9000000,1568,3
9000000,1568,3
10100000,1794,3
10100000,1794,3
8200000,1350,3
8500000,1525,3
7800000,1530,2
14600000,1953,2
26000000,3434,4
9800000,1580,3
10600000,1815,3
10000000,1935,3
9906000,1905,3
10900000,1695,2
7098999,1090,1
5909000,1555,2
7843000,1265,2
8100000,1490,3
7581999,1115,2
6600000,1555,3
9000000,1390,2
10100000,1799,3
10100000,1799,3
10100000,1799,3
9298000,1638,3
9300000,1638,3
9300000,1638,3
10100000,1794,3
6895999,1230,2
3850000,1200,2
3200000,1200,3
10000000,2000,3
6233000,1170,2
2700000,682,1
7498999,1245,2
7500000,1530,3
9000000,1568,3
9000000,1390,2
8000000,1282,2
8000000,1282,2
8000000,1282,2
9000000,1390,2
8000000,1282,2
8000000,1282,2
8000000,1282,2
7100000,1214,2
9000000,1390,2
8000000,1392,2
8000000,1392,2
9000000,1390,2
7998999,1282,2
5800000,1020,2
4800000,905,2
11399999,1730,3
12600000,1925,3
12600000,1925,3
12600000,1925,3
9075000,1265,2
6300000,1465,3
4500000,1050,2
9400000,1430,2
9400000,1430,2
9400000,1430,2
9400000,1430,2
8798000,1385,2
8500000,1525,3
10100000,1799,3
10100000,1799,3
10100000,1799,3
9298000,1638,3
9300000,1638,3
9300000,1638,3
10100000,1794,3
9000000,1568,3
9000000,1568,3
9000000,1568,3
10100000,1794,3
6000000,1100,2
21700000,3266,3
5200000,1200,2
6600000,1555,3
4900000,1620,3
3375000,1125,1
3315000,1100,1
4600000,1050,2
3500000,1080,2
7317000,1090,2
6600000,1380,3
11000000,1510,3
9581000,1652,3
26100000,3147,4
25600000,3090,4
25200000,3044,4
17000000,2051,3
29000000,3498,4
25700000,3101,4
25299999,3049,4
14400000,1738,3
11200000,1355,2
11000000,1334,2
11100000,1346,2
11000000,1327,2
9581000,1652,3
9942000,1473,2
17500000,2607,3
18900000,2800,3
14700000,2192,3
19000000,2815,3
16500000,2452,3
14700000,2191,3
18900000,2813,3
8707000,1290,2
8775000,1300,2
9234000,1368,2
8000000,1550,3
6509999,1550,3
23000000,2049,4
29000000,3494,4
11000000,1336,2
12400000,1850,3
10100000,1500,2
7500000,1620,3
6200000,1200,2
17500000,2700,3
29000000,3600,4
8700000,1530,3
6956999,1265,2
6676000,1260,2
9066000,1695,3
9949000,1860,3
7600000,1520,3
8275000,1655,3
8325000,1665,3
9126000,1755,3
8825000,1765,3
10000000,1940,3
7243000,1260,2
11000000,1695,3
10600000,1860,3
5514000,1313,2
5275000,1256,2
4830000,1150,2
12000000,1495,3
12000000,1500,3
13500000,1685,3
10400000,1895,3
14200000,1780,3
14300000,1785,3
6323000,1265,2
6348000,1270,2
7553000,1511,2
6348000,1270,3
8323000,1665,3
7272000,1265,2
7150000,1430,3
8050000,1610,3
6600000,1320,3
7175000,1435,3
7550000,1510,3
7301000,1270,2
8686000,1511,2
7301000,1270,3
9571000,1665,3
5376000,1280,2
5367000,1278,2
5166000,1230,2
6312000,1503,3
6656999,1585,3
4993000,1189,2
5077000,1209,2
5371000,1279,2
5506000,1311,2
5901000,1405,3
6279000,1495,3
8202000,1953,3
6833000,1627,3
7467000,1778,3
8273999,1970,3
7980000,1900,3
8278000,1971,3
7753000,1846,3
7576000,1804,3
6509999,1550,3
6547000,1559,3
6841000,1629,3
7358000,1752,3
7593000,1808,3
8341000,1986,3
6741000,1605,3
7203000,1715,3
7669000,1826,3
8379000,1995,3
8383000,1996,3
10200000,1655,3
4284000,1020,2
4640000,1160,2
59600000,5200,3
12500000,2250,3
4640000,1160,2
12600000,1990,3
6340000,1585,3
4660000,1165,2
2200000,550,1
2200000,550,1
5500000,1260,2
3700000,1105,2
3700000,1105,2
14500000,2080,3
4993000,1235,2
17000000,2260,3
15000000,2015,3
15000000,2015,3
12000000,1700,3
9300000,1265,2
45000000,4650,4
13700000,1742,3
12500000,2300,3
3700000,1110,2
4300000,1110,2
4800000,1050,2
4850000,1050,2
8426000,1505,3
11299999,2026,3
8000000,1640,3
8200000,1650,3
10500000,1880,3
8200000,1216,2
11500000,2026,3
6340000,1585,3
15000000,2015,3
19000000,2500,3
13000000,2771,4
16900000,1895,3
14900000,1500,3
26900000,2595,4
23000000,2250,3
14400000,2060,3
17600000,1880,3
9500000,1620,3
9499000,1620,3
23000000,2250,3
14400000,2060,3
9728000,1390,3
6623000,1255,2
12300000,2285,3
17600000,1993,3
12300000,2282,3
9254000,1384,3
10500000,1880,3
11100000,1874,3
4660000,1165,2
8500000,2000,3
7280000,1820,3
35000000,4160,4
5300000,1020,2
5720000,1430,3
9000000,1360,2
3600000,1125,2
5720000,1430,3
23000000,3044,4
23000000,3101,4
23600000,3147,4
23000000,3090,4
3800000,1139,2
8800000,1560,3
10200000,1880,3
9278000,1687,3
2800000,770,2
6800000,1257,2
11100000,2225,3
10800000,2170,3
7125000,1425,2
10100000,2025,3
7755000,1410,2
11800000,2160,3
10400000,1905,3
14600000,2665,3
13200000,2400,3
7672000,1395,2
12600000,1945,3
12600000,1945,3
12600000,1945,3
10900000,1680,3
10900000,1680,3
8255000,1270,2
8255000,1270,2
8255000,1270,2
9620000,1480,3
9900000,3000,4
4800000,1225,2
11200000,2026,3
7900000,1525,3
5692000,1265,2
10500000,1640,3
8900000,1360,2
8600000,1560,3
11399999,2026,3
4161999,1125,2
6800000,1515,3
6800000,1515,3
3300000,950,2
6800000,1515,3
6800000,1515,3
7280000,1820,3
6800000,1515,3
11200000,2026,3
9000000,1366,2
4300000,1146,2
9400000,1441,2
8900000,1360,2
23000000,3090,4
2850000,1000,2
11200000,2026,3
11299999,2026,3
10500000,1880,3
11200000,2026,3
7280000,1820,3
3600000,1125,2
8383000,1950,3
8387000,1951,3
8387000,1951,3
9400000,1441,2
10500000,1700,3
10500000,1700,3
10500000,1700,3
10500000,1700,3
8400000,1279,2
8200000,1570,3
4600000,1215,2
4300000,1050,2
8800000,1260,3
6900000,1515,3
4810000,1300,3
10500000,1700,3
23000000,3090,4
8400000,1274,2
8400000,1274,2
7980000,1400,3
6500000,1621,3
10200000,1800,3
4800000,1200,2
4099000,1400,3
4800000,1200,2
4158000,1155,2
4239000,1175,2
4500000,1128,3
7000000,1150,2
11299999,2026,3
10500000,1880,3
10200000,1880,3
4000000,1350,3
4158000,1155,2
4158000,1155,2
23000000,3090,4
23000000,3090,4
23000000,3090,4
8150000,1650,3
8200000,1650,3
8200000,1650,3
8200000,1650,3
8200000,1650,3
8200000,1650,3
8200000,1650,3
4940000,1235,2
6800000,1515,3
8150000,1650,3
8150000,1650,3
8200000,1650,3
8200000,1650,3
8200000,1650,3
8200000,1650,3
8200000,1650,3
7500000,1700,3
3500000,960,3
4158000,1155,2
8150000,1650,3
8150000,1650,3
8200000,1650,3
4239000,1175,2
8200000,1650,3
4239000,1175,2
7000000,1370,2
8000000,1216,2
9000000,1366,2
8000000,1216,2
4158000,1155,2
11299999,2026,3
8000000,1570,3
8383000,1950,3
6786000,1170,2
6000000,1515,3
6323000,1471,2
6319000,1470,2
6319000,1470,2
8404000,1955,3
4500000,1000,2
6000000,1515,3
6000000,1515,3
8400000,1274,2
40000000,2865,4
7317000,1090,2
11200000,2026,3
6000000,1515,3
6500000,950,2
6000000,1515,3
6000000,1515,3
10500000,1880,3
15500000,2220,3
9120000,1600,3
4804000,1201,2
5000000,1150,2
4158000,1155,2
4600000,1050,2
6600000,1555,3
11200000,2026,3
10200000,1880,3
4158000,1155,2
21000000,2380,3
6000000,1402,3
6000000,1515,3
4500000,1120,3
8400000,1279,2
8400000,1274,2
4158000,1155,2
8000000,1650,3
6000000,1515,3
8000000,1650,3
9447000,1687,3
3500000,800,2
6000000,1515,3
6000000,1515,3
6000000,1515,3
9500000,1441,2
4070000,1100,2
13700000,2150,3
6000000,1515,3
6000000,1515,3
6000000,1515,3
6000000,1515,3
4158000,1155,2
2300000,600,1
8150000,1650,3
16000000,1880,3
8900000,1360,2
8000000,1216,2
8766000,1538,3
10700000,1920,3
8573000,1190,2
18400000,2925,4
8150000,1650,3
12400000,2150,3
11200000,1695,3
5999000,2700,2
6000000,1250,2
5600000,1100,2
3510000,1003,2
2800000,1400,3
2800000,1400,3
21000000,5000,6
3500000,850,2
8000000,1800,3
5187000,1235,2
6000000,1515,2
2700000,750,2
4158000,1155,2
4000000,900,2
35000000,3300,4
8000000,1538,3
6800000,1195,2
4179999,1100,2
8200000,1650,3
8200000,1650,3
4856000,1214,2
4230000,1175,2
4158000,1155,2
4236000,1175,2
4236000,1175,2
4236000,1175,2
5654000,1028,2
4000000,1350,3
3700000,1050,2
5600000,1300,3
3750000,1500,3
3500000,1400,3
4700000,1130,2
4600000,1500,3
30000000,3000,3
8100000,1650,3
29000000,3498,4
5500000,1100,3
4680000,1200,2
4230000,1175,2
8800000,1620,3
4200000,1100,2
5061000,1205,2
4600000,1180,2
10900000,1591,3
11000000,1441,2
3148000,1050,2
6325000,1665,3
4748000,1250,2
4230000,1175,2
5652000,1256,2
4680000,1200,2
38700000,4320,4
10000000,1735,3
6500000,1150,2
12400000,1500,3
4230000,1175,2
7800000,1507,3
8000000,1412,3
12500000,2160,3
10000000,1500,3
3500000,1050,2
2310000,550,1
7554000,1220,2
4542000,1010,2
7098999,1090,2
6931000,1555,3
11399999,1885,3
11100000,1730,3
4158000,1155,2
8150000,1650,3
40000000,5000,3
2500000,600,1
10500000,1600,3
19300000,2800,3
16500000,2405,3
2500000,1000,2
3500000,1400,3
5600000,1330,3
3500000,1000,3
27000000,3350,4
9291000,1630,3
8150000,1650,3
42900000,3350,4
6000000,1250,2
4700000,1055,2
4403000,1190,2
2200000,550,1
4304000,1076,2
3732000,933,2
4104000,1026,2
3928000,982,2
9100000,1792,3
29000000,3498,4
4389000,1155,2
13700000,2771,4
9974000,1480,3
20000000,2250,3
3000000,700,2
4158000,1155,2
4158000,1155,2
4239000,1175,2
11000000,1715,3
4950000,1100,2
21000000,2380,3
6006000,1430,3
2116000,1008,2
4800000,1225,2
4236000,1175,3
9638000,1580,3
7000000,1170,2
4100000,1055,2
8400000,1216,2
40700000,4799,4
14900000,1780,3
6800000,1515,3
45000000,4152,5
15000000,2100,3
4389000,1155,2
8300000,1597,3
5200000,1200,2
15000000,1000,1
6340000,1585,3
37000000,3025,4
27000000,2166,3
9200000,1620,3
10400000,2612,3
9351000,1620,3
9200000,1620,3
7028000,1170,2
12000000,1680,3
8000000,1400,2
4198000,1400,3
6340000,1585,3
9500000,1620,3
9500000,1620,3
9500000,1620,3
9500000,1620,3
4600000,1232,2
5800000,1470,2
6220000,1555,3
4230000,1175,2
5800000,1470,2
9400000,1360,2
4000000,1400,3
4300000,1090,2
5967000,1170,2
8900000,1441,2
10500000,1735,3
22000000,3230,3
7800000,1271,2
2700000,750,2
12000000,1740,3
4158000,1155,2
4158000,1155,2
4500000,1175,2
4500000,1175,2
4389000,1155,2
6500000,1220,2
10500000,1320,2
21000000,3380,4
10000000,1482,2
45000000,4395,4
12000000,1860,3
6200000,1500,3
6800000,1170,2
40000000,2865,4
45000000,4152,5
8522000,1270,2
11200000,1735,3
11000000,1735,3
11000000,1216,2
10900000,1755,3
10500000,1665,3
8259999,1620,3
4600000,1130,2
5700000,1100,2
4872000,1160,2
11299999,1490,3
5000000,1300,3
4500000,1280,3
4500000,1000,2
6800000,1515,3
7000000,1170,2
35200000,4146,5
35200000,4146,5
35200000,4146,5
35200000,4146,5
10900000,2875,4
22500000,2744,4
10500000,2192,3
2310000,550,1
27000000,2595,4
15000000,1875,3
7519000,1460,3
11200000,1680,3
4389000,1155,2
4500000,1175,2
8200000,1650,3
6363000,1515,3
6500000,1500,5
4500000,1050,3
7998000,1600,3
8811000,1511,2
23000000,2141,3
8624000,1670,3
4158000,1155,2
4389000,1155,2
4500000,1175,2
13300000,1931,3
11500000,1782,3
9400000,1441,2
9400000,1441,2
6363000,1515,3
5100000,1165,2
12000000,1740,3
9382000,1360,2
4500000,1110,2
11000000,1675,3
11000000,1725,3
5647000,1255,2
6800000,1515,3
6800000,1515,3
14000000,1505,3
8150000,1650,3
7098999,1090,2
10900000,1695,3
8095000,1315,2
11399999,1885,3
5256000,1180,2
6931000,1555,3
13500000,1728,3
6000000,1189,2
6000000,1100,2
11500000,1782,3
11500000,1782,3
11000000,1735,3
10500000,2192,3
4085000,1075,2
4427000,1265,2
15400000,1782,3
45000000,2700,3
24500000,4829,4
8823000,1279,2
8389000,1216,2
9941000,1441,2
6180000,1200,2
4340000,1150,2
5510000,1475,3
5050000,1100,2
9300000,1470,3
13000000,1780,3
18500000,2460,3
17500000,2540,3
6102000,1130,2
8070000,1495,3
7533000,1395,2
6884999,1275,2
10800000,1875,3
17000000,2630,4
17000000,2630,4
61000000,4700,4
55800000,4300,4
8000000,1700,3
18400000,2630,4
4500000,1230,2
3600000,1000,2
3500000,1150,2
4000000,1195,3
5200000,1050,2
5900000,1122,2
9400000,1441,2
13300000,1710,3
7998000,1600,3
10500000,2020,3
32000000,3190,4
4236000,1175,2
4236000,1175,2
4158000,1155,2
4158000,1155,2
4158000,1155,2
4236000,1175,2
4158000,1220,2
4158000,1155,2
4158000,1155,2
4158000,1155,2
4389000,1155,2
4236000,1175,2
4158000,1155,2
6640000,1165,2
6000000,1775,3
16000000,1662,3
9558000,1770,3
29000000,3493,4
5500000,1050,2
6363000,1515,3
13500000,2815,3
10500000,2191,3
13500000,2813,3
9517000,1535,3
9517000,1535,3
8903000,1535,3
16299999,2630,4
16299999,2630,4
16299999,2630,4
16299999,2630,4
15200000,2630,4
15200000,2630,4
15200000,2630,4
15200000,2630,4
15200000,2630,4
15200000,2630,4
15200000,2630,4
15200000,2630,4
35200000,4146,5
35200000,4146,5
35200000,4146,5
35200000,4146,5
4500000,1050,2
62300000,4800,4
12500000,2607,3
12000000,1535,3
2962000,1185,2
14500000,1730,3
34000000,3490,4
15000000,1834,3
7200000,2025,4
3700000,1000,2
9800000,1580,3
13000000,2615,3
15800000,2191,3
4600000,1190,2
30000000,4400,4
7438000,1270,2
13400000,2100,3
4800000,1100,2
29000000,8500,6
3800000,900,2
27000000,3448,4
12100000,1865,3
7950000,1589,3
10500000,2025,3
10500000,2191,3
14500000,2270,3
14000000,1615,3
11200000,1745,3
7500000,960,2
4641000,1190,2
16600000,2615,3
13500000,2815,3
13400000,2800,3
12400000,2600,3
11700000,2452,3
13500000,2815,3
5500000,1604,3
5500000,1050,2
8000000,1620,3
16000000,2540,3
15000000,2160,3
7000000,1630,3
5400000,1050,2
3900000,1150,2
14800000,2265,3
5000000,1035,2
8000000,1500,3
9800000,1688,3
4600000,1100,2
12100000,1875,3
4200000,1050,2
10000000,1800,3
27000000,2625,3
27000000,3448,4
15000000,2385,3
11200000,1800,3
20000000,2607,3
29200000,3240,4
25800000,2865,4
4060000,1125,2
14000000,2050,3
29700000,3300,4
3250000,1300,3
3450000,1240,2
9855000,1665,3
7536000,1265,2
9782000,2644,3
2500000,1000,2
6500000,1550,3
18000000,4500,5
5300000,1640,3
55000000,3450,4
3900000,1150,2
3900000,1150,2
10700000,1770,3
12000000,1960,3
3800000,980,2
7500000,1195,2
9000000,1200,2
12000000,1590,3
15000000,2220,3
12600000,1592,3
6500000,1380,3
32799999,4375,5
5500000,1640,3
3720000,1240,2
3200000,1300,3
3720000,1240,2
5600000,1160,2
11200000,1695,3
7317000,1090,2
11500000,1275,2
10200000,1350,2
6300000,1250,3
13500000,2500,3
22700000,3258,4
5242000,1165,2
5200000,1250,3
4000000,1300,3
2400000,950,2
3100000,1100,3
2014000,1007,2
3936000,1640,3
14600000,2925,4
13000000,1710,3
9782000,2664,3
7400000,2000,3
4800000,1150,2
4140000,1150,2
8500000,1145,2
16500000,1900,3
10000000,1580,3
10500000,2192,3
20500000,2595,3
5760000,960,2
5500000,1665,3
2400000,950,2
12200000,1735,3
9600000,1360,2
8500000,1208,2
12200000,1740,3
4680000,1200,2
4836000,1240,2
4836000,1240,2
4680000,1200,2
6240000,1600,3
4953000,1270,2
4320000,1080,2
4850000,1020,2
4800000,1145,2
8031999,1575,3
10300000,1700,3
10500000,1730,2
6648999,1090,2
17000000,2300,3
4500000,1147,2
41500000,3900,4
45100000,3765,4
12700000,2021,3
7400000,2000,3
3210000,1125,2
15000000,2220,3
15000000,2230,3
16200000,1834,3
42500000,4070,4
16000000,1834,3
41000000,4700,4
10000000,1314,2
26800000,3355,4
33100000,4146,5
27500000,3448,4
3200000,1200,3
3250000,1300,3
9000000,1600,3
35000000,7600,8
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1515,3
6800000,1513,3
6800000,1515,3
11000000,1557,3
3100000,1300,3
12500000,2025,3
7800000,1260,2
14500000,1834,3
7200000,1580,3
14000000,1860,3
2211000,1005,2
3500000,1200,2
3000000,1057,2
13300000,2122,3
3200000,910,2
4000000,1375,3
2002000,1001,2
10000000,2000,3
14000000,1615,3
40000000,3085,3
17000000,2250,4
21500000,3195,3
9542000,1735,3
33500000,3450,4
8200000,1500,3
4230000,1175,2
4158000,1155,2
3300000,910,2
3500000,1005,2
5500000,1150,2
3507000,1002,2
3545000,1013,2
3517000,1005,2
3524000,1007,2
3542000,1012,2
2022000,1010,2
2020000,1010,2
2800000,1400,3
5700000,1665,3
4008000,1002,2
2200000,1050,2
5500000,1350,3
9300000,2200,3
9200000,2000,3
9300000,1600,3
9300000,1691,3
